ComboID,Sugar,Ice,Size,Shots,Notes
45331,50%,200%,Medium,2,test
45332,150%,200%,Small,3,test
45333,200%,25%,Medium,3,test
45334,100%,100%,Small,3,test
45335,25%,100%,Small,5,test
45336,150%,50%,Medium,4,test
45337,100%,150%,Medium,4,test
45338,200%,50%,Medium,2,test
45339,150%,150%,Large,2,test
45340,50%,0%,Large,2,test
45341,0%,100%,Large,2,test
45342,100%,200%,Medium,1,test
45343,150%,100%,Large,2,test
45344,0%,25%,Medium,1,test
45345,200%,150%,Small,5,test
45346,100%,200%,Medium,0,test
45347,50%,50%,Medium,0,test
45348,200%,200%,Medium,0,test
45349,150%,50%,Medium,2,test
45350,0%,200%,Large,1,test
45351,25%,200%,Small,5,test
45352,100%,150%,Small,2,test
45353,200%,150%,Medium,0,test
45354,200%,0%,Medium,1,test
45355,0%,25%,Large,2,test
45356,100%,50%,Medium,5,test
45357,0%,50%,Medium,0,test
45358,100%,0%,Small,4,test
45359,100%,200%,Medium,2,test
45360,0%,200%,Small,4,test
45361,100%,0%,Small,2,test
45362,0%,0%,Medium,1,test
45363,150%,100%,Small,3,test
45364,25%,25%,Large,4,test
45365,25%,150%,Large,5,test
45366,200%,200%,Large,0,test
45367,25%,100%,Small,5,test
45368,200%,100%,Medium,0,test
45369,200%,200%,Large,0,test
45370,100%,150%,Small,5,test
45371,100%,150%,Large,5,test
45372,25%,150%,Large,2,test
45373,150%,50%,Small,5,test
45374,25%,25%,Small,2,test
45375,0%,200%,Medium,1,test
45376,100%,50%,Large,0,test
45377,150%,150%,Large,1,test
45378,100%,150%,Small,1,test
45379,25%,200%,Medium,3,test
45380,200%,200%,Medium,0,test
45381,50%,200%,Small,5,test
45382,25%,150%,Small,2,test
45383,100%,25%,Small,3,test
45384,100%,150%,Small,4,test
45385,25%,50%,Small,1,test
45386,50%,100%,Small,2,test
45387,50%,100%,Small,4,test
45388,25%,25%,Large,2,test
45389,0%,50%,Medium,4,test
45390,50%,100%,Medium,5,test
45391,25%,50%,Small,0,test
45392,200%,200%,Medium,2,test
45393,200%,200%,Small,2,test
45394,150%,25%,Small,3,test
45395,100%,25%,Large,2,test
45396,200%,150%,Large,3,test
45397,50%,25%,Large,4,test
45398,200%,25%,Medium,3,test
45399,0%,150%,Large,2,test
45400,25%,0%,Small,2,test
45401,150%,25%,Large,4,test
45402,0%,50%,Medium,3,test
45403,0%,0%,Small,0,test
45404,200%,100%,Large,1,test
45405,0%,100%,Medium,1,test
45406,50%,25%,Large,0,test
45407,150%,150%,Medium,5,test
45408,100%,200%,Large,5,test
45409,0%,50%,Medium,2,test
45410,200%,0%,Large,4,test
45411,200%,50%,Large,2,test
45412,0%,25%,Large,2,test
45413,100%,50%,Large,2,test
45414,100%,50%,Large,1,test
45415,150%,100%,Small,3,test
45416,0%,0%,Small,1,test
45417,25%,100%,Medium,2,test
45418,150%,50%,Medium,1,test
45419,100%,100%,Small,0,test
45420,100%,200%,Medium,3,test
45421,100%,0%,Large,5,test
45422,200%,0%,Large,1,test
45423,200%,100%,Large,0,test
45424,100%,0%,Large,3,test
45425,50%,100%,Large,2,test
45426,150%,100%,Medium,1,test
45427,25%,50%,Large,5,test
45428,50%,25%,Small,5,test
45429,150%,25%,Large,5,test
45430,150%,150%,Small,0,test
45431,50%,100%,Small,2,test
45432,100%,200%,Small,5,test
45433,100%,100%,Small,1,test
45434,25%,0%,Small,4,test
45435,50%,25%,Medium,3,test
45436,100%,25%,Small,3,test
45437,200%,25%,Large,3,test
45438,25%,0%,Large,4,test
45439,150%,0%,Large,2,test
45440,0%,200%,Medium,4,test
45441,0%,200%,Large,4,test
45442,50%,50%,Small,5,test
45443,150%,25%,Medium,5,test
45444,25%,100%,Small,3,test
45445,0%,150%,Large,1,test
45446,0%,200%,Large,1,test
45447,100%,100%,Small,5,test
45448,50%,0%,Medium,5,test
45449,200%,200%,Small,0,test
45450,25%,150%,Large,1,test
45451,0%,150%,Small,0,test
45452,0%,25%,Medium,3,test
45453,150%,100%,Small,3,test
45454,100%,150%,Large,4,test
45455,150%,150%,Medium,1,test
45456,200%,150%,Large,1,test
45457,50%,100%,Medium,2,test
45458,200%,200%,Large,2,test
45459,25%,0%,Large,0,test
45460,150%,50%,Small,3,test
45461,200%,200%,Large,0,test
45462,0%,100%,Medium,0,test
45463,25%,150%,Medium,1,test
45464,200%,200%,Medium,1,test
45465,50%,25%,Medium,3,test
45466,0%,25%,Large,2,test
45467,100%,25%,Medium,0,test
45468,25%,0%,Large,3,test
45469,50%,50%,Large,1,test
45470,50%,200%,Medium,1,test
45471,100%,25%,Large,4,test
45472,25%,100%,Small,2,test
45473,25%,50%,Large,5,test
45474,25%,100%,Small,3,test
45475,150%,150%,Large,5,test
45476,25%,100%,Large,3,test
45477,200%,50%,Large,0,test
45478,100%,0%,Large,4,test
45479,150%,150%,Large,4,test
45480,200%,100%,Small,4,test
45481,150%,150%,Medium,0,test
45482,25%,100%,Large,0,test
45483,100%,200%,Medium,5,test
45484,50%,100%,Medium,5,test
45485,0%,25%,Small,2,test
45486,25%,25%,Small,2,test
45487,25%,150%,Large,3,test
45488,25%,25%,Medium,1,test
45489,200%,100%,Medium,2,test
45490,200%,100%,Small,4,test
45491,200%,25%,Medium,3,test
45492,50%,0%,Small,3,test
45493,0%,200%,Medium,0,test
45494,200%,150%,Small,4,test
45495,25%,50%,Large,2,test
45496,25%,200%,Medium,0,test
45497,150%,100%,Medium,3,test
45498,0%,50%,Small,3,test
45499,0%,0%,Medium,4,test
45500,25%,150%,Small,2,test
45501,25%,50%,Medium,0,test
45502,50%,25%,Small,1,test
45503,100%,100%,Large,4,test
45504,50%,50%,Medium,1,test
45505,150%,50%,Medium,1,test
45506,25%,0%,Medium,3,test
45507,25%,25%,Small,4,test
45508,100%,0%,Medium,3,test
45509,150%,150%,Medium,3,test
45510,25%,150%,Medium,1,test
45511,150%,25%,Large,4,test
45512,25%,50%,Large,2,test
45513,25%,50%,Small,2,test
45514,200%,50%,Large,3,test
45515,200%,50%,Small,0,test
45516,25%,200%,Small,4,test
45517,50%,100%,Small,1,test
45518,150%,100%,Small,0,test
45519,25%,25%,Medium,2,test
45520,200%,50%,Large,0,test
45521,0%,25%,Small,4,test
45522,150%,200%,Large,2,test
45523,100%,200%,Small,2,test
45524,25%,100%,Large,0,test
45525,25%,150%,Large,4,test
45526,100%,150%,Small,1,test
45527,50%,50%,Large,0,test
45528,25%,25%,Medium,1,test
45529,50%,0%,Medium,5,test
45530,50%,25%,Large,3,test
45531,100%,25%,Small,1,test
45532,0%,0%,Small,1,test
45533,50%,25%,Large,0,test
45534,200%,200%,Medium,5,test
45535,0%,100%,Large,4,test
45536,100%,25%,Small,4,test
45537,200%,150%,Small,3,test
45538,150%,0%,Large,0,test
45539,200%,150%,Small,1,test
45540,150%,100%,Medium,4,test
45541,100%,150%,Small,2,test
45542,0%,50%,Small,1,test
45543,100%,0%,Small,4,test
45544,200%,0%,Medium,0,test
45545,25%,50%,Small,5,test
45546,25%,100%,Large,1,test
45547,50%,150%,Large,5,test
45548,100%,25%,Medium,5,test
45549,100%,200%,Medium,0,test
45550,0%,0%,Medium,1,test
45551,200%,150%,Medium,0,test
45552,0%,0%,Small,5,test
45553,25%,50%,Small,3,test
45554,25%,0%,Small,1,test
45555,200%,150%,Small,5,test
45556,25%,50%,Medium,3,test
45557,0%,150%,Medium,3,test
45558,50%,200%,Medium,2,test
45559,50%,200%,Small,4,test
45560,0%,50%,Small,0,test
45561,200%,25%,Small,0,test
45562,0%,200%,Small,1,test
45563,50%,150%,Small,3,test
45564,100%,150%,Medium,0,test
45565,0%,50%,Large,5,test
45566,25%,0%,Medium,4,test
45567,100%,100%,Medium,3,test
45568,200%,0%,Medium,2,test
45569,150%,0%,Large,5,test
45570,200%,25%,Large,4,test
45571,50%,25%,Medium,3,test
45572,100%,200%,Large,2,test
45573,0%,200%,Large,3,test
45574,25%,150%,Large,0,test
45575,25%,150%,Medium,2,test
45576,25%,150%,Small,2,test
45577,0%,25%,Medium,1,test
45578,25%,100%,Medium,2,test
45579,0%,100%,Large,0,test
45580,50%,50%,Medium,2,test
45581,0%,150%,Medium,3,test
45582,200%,100%,Small,3,test
45583,200%,150%,Medium,4,test
45584,50%,25%,Small,5,test
45585,150%,100%,Small,0,test
45586,150%,100%,Medium,1,test
45587,25%,50%,Small,0,test
45588,100%,50%,Medium,3,test
45589,150%,0%,Medium,1,test
45590,150%,25%,Small,4,test
45591,100%,150%,Large,3,test
45592,150%,150%,Small,1,test
45593,150%,100%,Small,2,test
45594,100%,25%,Medium,4,test
45595,150%,100%,Large,5,test
45596,50%,50%,Large,4,test
45597,150%,100%,Small,0,test
45598,150%,150%,Small,1,test
45599,200%,25%,Large,3,test
45600,25%,0%,Medium,3,test
45601,0%,200%,Small,2,test
45602,50%,100%,Medium,3,test
45603,50%,0%,Small,2,test
45604,100%,50%,Small,2,test
45605,0%,150%,Small,4,test
45606,200%,150%,Medium,2,test
45607,150%,100%,Large,5,test
45608,200%,150%,Large,0,test
45609,25%,100%,Medium,5,test
45610,200%,0%,Small,0,test
45611,25%,150%,Large,5,test
45612,25%,0%,Large,2,test
45613,0%,50%,Large,1,test
45614,50%,100%,Large,0,test
45615,25%,0%,Small,5,test
45616,25%,25%,Large,1,test
45617,200%,0%,Small,0,test
45618,100%,100%,Large,3,test
45619,50%,150%,Small,4,test
45620,150%,25%,Medium,2,test
45621,200%,150%,Small,3,test
45622,0%,200%,Small,1,test
45623,25%,100%,Medium,5,test
45624,0%,0%,Small,3,test
45625,200%,100%,Large,5,test
45626,200%,100%,Large,1,test
45627,200%,100%,Small,2,test
45628,25%,50%,Large,5,test
45629,150%,200%,Medium,3,test
45630,25%,25%,Large,3,test
45631,25%,25%,Medium,5,test
45632,25%,150%,Small,5,test
45633,100%,200%,Large,4,test
45634,150%,100%,Medium,0,test
45635,0%,50%,Medium,5,test
45636,150%,50%,Medium,1,test
45637,25%,150%,Small,4,test
45638,25%,100%,Small,0,test
45639,50%,25%,Large,2,test
45640,200%,150%,Large,3,test
45641,50%,50%,Medium,2,test
45642,25%,200%,Large,3,test
45643,100%,50%,Medium,0,test
45644,0%,200%,Medium,5,test
45645,50%,200%,Large,0,test
45646,200%,100%,Medium,1,test
45647,0%,150%,Small,3,test
45648,50%,200%,Medium,4,test
45649,100%,25%,Medium,1,test
45650,0%,100%,Medium,2,test
45651,200%,50%,Large,2,test
45652,25%,0%,Medium,5,test
45653,0%,0%,Medium,4,test
45654,200%,25%,Small,0,test
45655,200%,150%,Medium,2,test
45656,200%,100%,Small,0,test
45657,200%,200%,Large,0,test
45658,200%,25%,Large,2,test
45659,0%,25%,Small,5,test
45660,200%,25%,Medium,3,test
45661,25%,100%,Large,0,test
45662,200%,50%,Large,1,test
45663,100%,0%,Large,2,test
45664,100%,100%,Large,1,test
45665,50%,0%,Small,1,test
45666,200%,25%,Small,1,test
45667,0%,50%,Small,4,test
45668,200%,100%,Medium,2,test
45669,200%,25%,Medium,2,test
45670,100%,50%,Medium,4,test
45671,100%,0%,Small,4,test
45672,100%,150%,Small,0,test
45673,100%,150%,Small,5,test
45674,100%,50%,Medium,0,test
45675,200%,25%,Medium,3,test
45676,0%,0%,Large,2,test
45677,0%,200%,Small,4,test
45678,50%,0%,Small,4,test
45679,0%,150%,Medium,1,test
45680,25%,200%,Large,2,test
45681,25%,150%,Medium,0,test
45682,50%,0%,Small,3,test
45683,100%,50%,Medium,4,test
45684,0%,100%,Small,4,test
45685,150%,0%,Small,1,test
45686,200%,200%,Medium,3,test
45687,150%,200%,Medium,0,test
45688,25%,100%,Medium,4,test
45689,25%,25%,Small,3,test
45690,200%,100%,Medium,0,test
45691,150%,150%,Medium,2,test
45692,0%,25%,Large,2,test
45693,100%,200%,Medium,2,test
45694,150%,150%,Large,3,test
45695,150%,25%,Small,1,test
45696,100%,150%,Medium,0,test
45697,50%,0%,Small,2,test
45698,50%,150%,Small,2,test
45699,200%,100%,Medium,0,test
45700,50%,150%,Large,0,test
45701,0%,100%,Large,5,test
45702,200%,200%,Small,3,test
45703,50%,150%,Small,1,test
45704,200%,50%,Small,4,test
45705,0%,100%,Small,3,test
45706,100%,50%,Large,4,test
45707,25%,25%,Small,3,test
45708,100%,0%,Medium,1,test
45709,200%,0%,Small,1,test
45710,150%,200%,Large,0,test
45711,50%,25%,Medium,2,test
45712,50%,50%,Large,1,test
45713,150%,0%,Medium,5,test
45714,100%,100%,Large,1,test
45715,100%,50%,Small,1,test
45716,25%,200%,Medium,5,test
45717,150%,25%,Large,2,test
45718,50%,0%,Medium,2,test
45719,0%,25%,Medium,5,test
45720,50%,150%,Large,5,test
45721,150%,100%,Medium,5,test
45722,100%,50%,Small,0,test
45723,0%,0%,Small,2,test
45724,100%,150%,Small,4,test
45725,100%,25%,Medium,4,test
45726,0%,50%,Medium,4,test
45727,50%,50%,Small,0,test
45728,100%,100%,Small,2,test
45729,200%,100%,Small,0,test
45730,150%,200%,Small,2,test
45731,150%,25%,Medium,4,test
45732,0%,200%,Large,1,test
45733,200%,200%,Large,2,test
45734,200%,150%,Large,0,test
45735,100%,100%,Small,2,test
45736,200%,200%,Medium,5,test
45737,50%,50%,Medium,5,test
45738,0%,150%,Small,0,test
45739,0%,150%,Medium,4,test
45740,25%,150%,Small,5,test
45741,25%,150%,Small,4,test
45742,50%,200%,Medium,4,test
45743,150%,100%,Medium,2,test
45744,0%,150%,Small,0,test
45745,25%,150%,Small,0,test
45746,150%,50%,Medium,2,test
45747,100%,50%,Medium,2,test
45748,100%,50%,Small,4,test
45749,100%,0%,Large,4,test
45750,100%,25%,Large,2,test
45751,200%,150%,Large,0,test
45752,50%,150%,Small,2,test
45753,150%,25%,Large,1,test
45754,100%,0%,Large,1,test
45755,100%,100%,Small,0,test
45756,100%,100%,Small,1,test
45757,150%,150%,Large,1,test
45758,0%,0%,Small,1,test
45759,50%,200%,Large,5,test
45760,0%,50%,Small,4,test
45761,200%,200%,Medium,1,test
45762,150%,50%,Medium,0,test
45763,150%,200%,Small,5,test
45764,0%,200%,Large,3,test
45765,150%,200%,Large,2,test
45766,25%,100%,Small,4,test
45767,100%,25%,Medium,4,test
45768,0%,200%,Large,0,test
45769,100%,200%,Large,1,test
45770,50%,50%,Large,4,test
45771,0%,150%,Small,3,test
45772,25%,25%,Large,1,test
45773,150%,100%,Large,1,test
45774,100%,200%,Medium,4,test
45775,100%,50%,Medium,2,test
45776,100%,150%,Small,1,test
45777,200%,0%,Medium,0,test
45778,50%,50%,Large,3,test
45779,100%,0%,Small,0,test
45780,200%,100%,Medium,1,test
45781,0%,50%,Small,3,test
45782,0%,0%,Medium,1,test
45783,50%,0%,Large,4,test
45784,150%,100%,Small,1,test
45785,50%,200%,Medium,4,test
45786,100%,25%,Large,3,test
45787,25%,150%,Large,4,test
45788,100%,0%,Large,0,test
45789,25%,200%,Large,4,test
45790,100%,0%,Large,2,test
45791,150%,50%,Medium,1,test
45792,200%,100%,Medium,2,test
45793,25%,0%,Small,0,test
45794,0%,150%,Medium,2,test
45795,200%,25%,Small,3,test
45796,150%,25%,Medium,3,test
45797,150%,25%,Medium,0,test
45798,100%,150%,Large,4,test
45799,50%,150%,Small,0,test
45800,100%,25%,Large,4,test
45801,150%,100%,Medium,0,test
45802,50%,150%,Large,4,test
45803,100%,0%,Large,3,test
45804,25%,25%,Small,5,test
45805,25%,50%,Small,3,test
45806,200%,100%,Large,5,test
45807,200%,200%,Large,3,test
45808,0%,150%,Small,0,test
45809,0%,50%,Large,3,test
45810,25%,0%,Medium,2,test
45811,100%,100%,Medium,2,test
45812,200%,0%,Small,4,test
45813,0%,100%,Large,3,test
45814,200%,50%,Large,2,test
45815,50%,25%,Large,1,test
45816,200%,100%,Large,4,test
45817,100%,50%,Large,1,test
45818,0%,150%,Large,5,test
45819,0%,100%,Small,2,test
45820,0%,100%,Small,1,test
45821,0%,200%,Small,1,test
45822,0%,200%,Small,4,test
45823,50%,150%,Small,2,test
45824,100%,150%,Large,1,test
45825,150%,200%,Large,5,test
45826,200%,200%,Large,4,test
45827,0%,0%,Large,2,test
45828,100%,100%,Medium,5,test
45829,200%,0%,Medium,1,test
45830,0%,100%,Small,3,test
45831,0%,150%,Large,4,test
45832,0%,200%,Large,3,test
45833,150%,100%,Medium,2,test
45834,50%,150%,Large,2,test
45835,150%,25%,Large,5,test
45836,50%,150%,Large,4,test
45837,200%,0%,Medium,2,test
45838,100%,150%,Large,4,test
45839,0%,200%,Medium,5,test
45840,200%,0%,Small,5,test
45841,50%,150%,Large,3,test
45842,0%,150%,Medium,2,test
45843,200%,50%,Medium,1,test
45844,0%,200%,Medium,3,test
45845,100%,0%,Large,4,test
45846,200%,100%,Large,1,test
45847,0%,50%,Large,0,test
45848,0%,50%,Large,3,test
45849,0%,50%,Medium,3,test
45850,150%,25%,Small,5,test
45851,100%,200%,Small,5,test
45852,100%,25%,Small,3,test
45853,100%,200%,Large,1,test
45854,200%,150%,Small,0,test
45855,25%,100%,Large,2,test
45856,0%,50%,Medium,4,test
45857,100%,50%,Large,5,test
45858,25%,100%,Small,5,test
45859,100%,200%,Large,0,test
45860,25%,100%,Medium,1,test
45861,150%,25%,Large,2,test
45862,150%,150%,Medium,0,test
45863,25%,50%,Large,2,test
45864,150%,200%,Small,0,test
45865,150%,200%,Medium,2,test
45866,100%,200%,Small,2,test
45867,150%,50%,Large,2,test
45868,50%,100%,Small,0,test
45869,25%,150%,Medium,0,test
45870,0%,200%,Small,5,test
45871,100%,100%,Medium,0,test
45872,25%,150%,Small,0,test
45873,50%,150%,Small,1,test
45874,50%,100%,Large,0,test
45875,150%,100%,Small,0,test
45876,25%,25%,Medium,3,test
45877,0%,0%,Small,1,test
45878,0%,150%,Large,1,test
45879,150%,50%,Medium,5,test
45880,0%,200%,Medium,5,test
45881,200%,100%,Large,3,test
45882,25%,25%,Small,3,test
45883,25%,150%,Large,3,test
45884,150%,100%,Large,3,test
45885,100%,25%,Medium,0,test
45886,200%,200%,Small,5,test
45887,100%,0%,Large,4,test
45888,25%,25%,Large,3,test
45889,25%,100%,Medium,3,test
45890,150%,100%,Medium,5,test
45891,0%,100%,Medium,1,test
45892,100%,0%,Large,2,test
45893,0%,50%,Large,1,test
45894,0%,0%,Small,0,test
45895,0%,100%,Small,3,test
45896,100%,100%,Medium,5,test
45897,25%,200%,Medium,1,test
45898,0%,0%,Medium,3,test
45899,50%,0%,Small,2,test
45900,200%,150%,Small,1,test
45901,50%,200%,Large,5,test
45902,100%,50%,Large,0,test
45903,100%,100%,Small,1,test
45904,25%,0%,Small,0,test
45905,50%,0%,Small,0,test
45906,150%,200%,Small,4,test
45907,200%,50%,Medium,2,test
45908,150%,200%,Large,0,test
45909,50%,0%,Small,3,test
45910,150%,0%,Small,1,test
45911,100%,200%,Small,3,test
45912,150%,25%,Large,5,test
45913,0%,100%,Medium,1,test
45914,50%,200%,Large,3,test
45915,0%,25%,Medium,1,test
45916,200%,0%,Medium,4,test
45917,100%,150%,Large,0,test
45918,0%,25%,Large,0,test
45919,100%,50%,Small,0,test
45920,100%,100%,Small,0,test
45921,100%,0%,Medium,2,test
45922,200%,25%,Small,0,test
45923,200%,200%,Medium,5,test
45924,50%,50%,Small,1,test
45925,25%,150%,Small,1,test
45926,200%,150%,Medium,5,test
45927,0%,50%,Small,4,test
45928,25%,100%,Small,2,test
45929,0%,50%,Small,4,test
45930,50%,50%,Small,4,test
45931,200%,150%,Small,3,test
45932,100%,200%,Medium,3,test
45933,150%,100%,Large,5,test
45934,200%,150%,Small,4,test
45935,100%,0%,Medium,2,test
45936,200%,50%,Medium,1,test
45937,0%,50%,Small,2,test
45938,100%,100%,Large,5,test
45939,200%,50%,Small,5,test
45940,50%,100%,Small,1,test
45941,0%,0%,Large,0,test
45942,200%,200%,Small,1,test
45943,150%,50%,Small,2,test
45944,100%,0%,Large,1,test
45945,150%,100%,Large,1,test
45946,200%,0%,Small,2,test
45947,50%,100%,Medium,3,test
45948,0%,200%,Medium,4,test
45949,25%,25%,Small,4,test
45950,100%,150%,Large,2,test
45951,200%,50%,Large,2,test
45952,150%,50%,Large,1,test
45953,100%,100%,Medium,4,test
45954,25%,25%,Medium,1,test
45955,25%,50%,Medium,3,test
45956,50%,0%,Small,3,test
45957,150%,100%,Large,5,test
45958,50%,150%,Large,5,test
45959,25%,150%,Medium,1,test
45960,200%,100%,Medium,3,test
45961,25%,100%,Small,0,test
45962,25%,200%,Medium,1,test
45963,100%,100%,Large,1,test
45964,0%,100%,Small,4,test
45965,25%,25%,Large,0,test
45966,50%,200%,Large,0,test
45967,100%,50%,Large,2,test
45968,0%,150%,Large,2,test
45969,25%,100%,Small,1,test
45970,50%,200%,Medium,4,test
45971,200%,50%,Large,4,test
45972,200%,25%,Large,1,test
45973,200%,200%,Medium,4,test
45974,25%,150%,Large,1,test
45975,200%,100%,Small,0,test
45976,200%,200%,Large,0,test
45977,200%,25%,Small,2,test
45978,150%,100%,Small,2,test
45979,100%,50%,Large,3,test
45980,150%,50%,Small,1,test
45981,25%,100%,Large,1,test
45982,25%,50%,Small,0,test
45983,50%,100%,Large,4,test
45984,150%,25%,Small,3,test
45985,200%,0%,Small,5,test
45986,0%,200%,Large,4,test
45987,100%,200%,Medium,5,test
45988,100%,200%,Small,2,test
45989,50%,25%,Large,2,test
45990,200%,200%,Medium,0,test
45991,150%,25%,Large,4,test
45992,25%,25%,Medium,5,test
45993,50%,25%,Large,5,test
45994,25%,200%,Large,4,test
45995,150%,150%,Medium,5,test
45996,25%,150%,Small,3,test
45997,25%,25%,Large,2,test
45998,0%,200%,Small,0,test
45999,100%,50%,Medium,5,test
46000,25%,100%,Medium,2,test
46001,50%,200%,Medium,0,test
46002,25%,150%,Large,1,test
46003,200%,0%,Medium,4,test
46004,100%,150%,Large,5,test
46005,0%,150%,Small,0,test
46006,50%,0%,Small,0,test
46007,100%,100%,Medium,1,test
46008,200%,100%,Medium,4,test
46009,50%,150%,Large,5,test
46010,50%,100%,Medium,5,test
46011,150%,25%,Large,1,test
46012,200%,50%,Small,5,test
46013,150%,100%,Medium,3,test
46014,0%,100%,Large,0,test
46015,25%,150%,Small,0,test
46016,200%,200%,Large,4,test
46017,0%,25%,Medium,2,test
46018,50%,25%,Small,0,test
46019,50%,25%,Medium,0,test
46020,0%,100%,Small,2,test
46021,200%,50%,Medium,3,test
46022,200%,25%,Large,3,test
46023,25%,150%,Medium,3,test
46024,0%,0%,Large,3,test
46025,50%,0%,Medium,0,test
46026,0%,0%,Small,0,test
46027,25%,0%,Large,2,test
46028,100%,50%,Small,1,test
46029,0%,25%,Medium,4,test
46030,25%,100%,Medium,1,test
46031,200%,0%,Small,0,test
46032,150%,200%,Small,2,test
46033,25%,0%,Small,5,test
46034,0%,0%,Small,4,test
46035,100%,100%,Small,1,test
46036,200%,200%,Small,0,test
46037,200%,100%,Large,0,test
46038,0%,25%,Large,3,test
46039,25%,200%,Large,0,test
46040,0%,25%,Medium,4,test
46041,50%,100%,Small,3,test
46042,200%,150%,Small,2,test
46043,25%,0%,Large,5,test
46044,150%,100%,Medium,4,test
46045,200%,25%,Medium,4,test
46046,50%,200%,Small,1,test
46047,0%,0%,Small,1,test
46048,25%,150%,Medium,0,test
46049,200%,200%,Medium,5,test
46050,150%,0%,Large,4,test
46051,150%,150%,Medium,5,test
46052,0%,200%,Small,3,test
46053,25%,150%,Small,3,test
46054,50%,50%,Medium,0,test
46055,50%,200%,Small,4,test
46056,0%,25%,Medium,0,test
46057,50%,0%,Small,4,test
46058,50%,50%,Medium,4,test
46059,50%,0%,Small,0,test
46060,150%,25%,Small,1,test
46061,0%,150%,Small,5,test
46062,50%,150%,Small,2,test
46063,25%,150%,Small,4,test
46064,25%,25%,Small,4,test
46065,25%,50%,Medium,4,test
46066,50%,200%,Small,3,test
46067,150%,150%,Medium,0,test
46068,100%,100%,Large,0,test
46069,25%,25%,Medium,0,test
46070,150%,0%,Large,1,test
46071,150%,150%,Small,2,test
46072,25%,25%,Medium,5,test
46073,100%,50%,Large,0,test
46074,0%,150%,Small,4,test
46075,200%,25%,Small,1,test
46076,100%,50%,Large,3,test
46077,150%,25%,Large,0,test
46078,50%,50%,Large,3,test
46079,150%,150%,Large,4,test
46080,0%,25%,Small,3,test
46081,150%,100%,Large,1,test
46082,50%,25%,Large,1,test
46083,150%,25%,Large,2,test
46084,0%,100%,Medium,0,test
46085,25%,50%,Large,1,test
46086,0%,50%,Small,4,test
46087,100%,100%,Small,0,test
46088,0%,50%,Medium,3,test
46089,100%,25%,Small,0,test
46090,200%,200%,Medium,3,test
46091,150%,150%,Medium,1,test
46092,25%,0%,Large,0,test
46093,100%,150%,Large,4,test
46094,0%,50%,Large,2,test
46095,150%,150%,Medium,2,test
46096,25%,25%,Small,5,test
46097,150%,50%,Medium,1,test
46098,100%,50%,Small,3,test
46099,50%,25%,Large,5,test
46100,200%,25%,Large,4,test
46101,50%,150%,Large,0,test
46102,50%,150%,Large,1,test
46103,100%,200%,Small,2,test
46104,150%,25%,Large,0,test
46105,25%,150%,Medium,0,test
46106,25%,25%,Small,5,test
46107,50%,50%,Medium,3,test
46108,50%,0%,Large,2,test
46109,0%,0%,Medium,0,test
46110,200%,200%,Large,4,test
46111,150%,25%,Medium,1,test
46112,25%,200%,Large,2,test
46113,200%,200%,Large,3,test
46114,100%,50%,Medium,3,test
46115,200%,25%,Medium,5,test
46116,0%,0%,Medium,5,test
46117,0%,200%,Large,3,test
46118,50%,100%,Small,0,test
46119,0%,50%,Small,2,test
46120,100%,25%,Medium,2,test
46121,25%,50%,Medium,0,test
46122,50%,200%,Medium,5,test
46123,200%,200%,Large,5,test
46124,200%,150%,Small,4,test
46125,50%,50%,Medium,3,test
46126,200%,25%,Small,1,test
46127,50%,0%,Large,3,test
46128,100%,0%,Small,2,test
46129,150%,200%,Large,5,test
46130,100%,50%,Large,4,test
46131,0%,100%,Medium,5,test
46132,50%,100%,Medium,5,test
46133,50%,100%,Large,1,test
46134,100%,25%,Small,5,test
46135,150%,25%,Large,5,test
46136,0%,50%,Small,2,test
46137,150%,150%,Small,5,test
46138,100%,200%,Large,2,test
46139,25%,0%,Small,3,test
46140,50%,50%,Small,4,test
46141,25%,200%,Medium,5,test
46142,150%,50%,Small,0,test
46143,50%,200%,Small,2,test
46144,25%,200%,Small,5,test
46145,50%,0%,Medium,4,test
46146,0%,200%,Large,2,test
46147,50%,200%,Medium,0,test
46148,0%,100%,Large,1,test
46149,25%,25%,Small,2,test
46150,25%,200%,Medium,3,test
46151,150%,0%,Small,5,test
46152,200%,200%,Small,2,test
46153,200%,100%,Large,4,test
46154,100%,0%,Small,1,test
46155,100%,25%,Small,4,test
46156,200%,0%,Small,5,test
46157,25%,200%,Small,0,test
46158,0%,200%,Small,1,test
46159,50%,25%,Large,1,test
46160,150%,50%,Medium,2,test
46161,50%,50%,Small,1,test
46162,100%,0%,Large,0,test
46163,100%,200%,Large,5,test
46164,50%,25%,Medium,2,test
46165,100%,200%,Medium,4,test
46166,0%,50%,Medium,3,test
46167,25%,0%,Medium,5,test
46168,100%,200%,Medium,0,test
46169,200%,200%,Small,2,test
46170,150%,100%,Medium,2,test
46171,50%,25%,Large,3,test
46172,25%,0%,Medium,1,test
46173,0%,100%,Small,5,test
46174,0%,25%,Medium,5,test
46175,0%,100%,Medium,0,test
46176,200%,0%,Large,1,test
46177,150%,200%,Medium,0,test
46178,100%,50%,Medium,1,test
46179,150%,0%,Small,4,test
46180,0%,150%,Large,1,test
46181,50%,100%,Medium,1,test
46182,200%,25%,Small,5,test
46183,25%,100%,Large,2,test
46184,0%,25%,Large,3,test
46185,100%,200%,Large,0,test
46186,200%,200%,Small,2,test
